card_id,path,status,root_cause_groups,themes,live_http,live_metadesc_present,live_metadesc_len,live_h1_count_raw_html,live_main_chars,live_canonical_selfref,live_robots,live_ld_types,live_title_len
255,/blog/ai-receptionist-setup-guide,recommendation-only,RC-07,READABILITY|CITATION,200,True,145,1,11032,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,49
256,/book,recommendation-only,RC-01|RC-02|RC-07,META_DESC|SCHEMA|CITATION|VALUEPROP,200,True,107,1,2578,True,"index, follow",BreadcrumbList|ListItem|WebPage,38
257,/services/ai-consulting,obsolete-advice,RC-01|RC-02|RC-05,META_DESC|SCHEMA|FAQ,200,True,150,1,4197,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,46
258,/blog/salon-barber-ai-guide,confirmed-runtime,RC-01|RC-04,META_DESC|H1_DUPLICATE,200,True,137,1,9931,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,45
259,/blog/ai-receptionist-setup-guide,confirmed-runtime,RC-02|RC-04|RC-05,H1_DUPLICATE|SCHEMA|FAQ,200,True,145,1,11032,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,49
260,/book,obsolete-advice,RC-01|RC-02|RC-05,META_DESC|SCHEMA|FAQ,200,True,107,1,2578,True,"index, follow",BreadcrumbList|ListItem|WebPage,38
261,/services/ai-automation,recommendation-only,RC-01|RC-07,META_DESC|TLDR|VALUEPROP,200,True,158,1,4107,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,51
262,/blog/salon-barber-ai-guide,obsolete-advice,RC-02|RC-05|RC-07,SCHEMA|FAQ|TLDR,200,True,137,1,9931,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,45
263,/blog/ai-automation-consulting-guide,confirmed-runtime,RC-04|RC-07,H1_DUPLICATE|CITATION|TLDR,200,True,139,1,10910,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,50
264,/blog/ai-receptionist-setup-guide,recommendation-only,RC-07,CITATION,200,True,145,1,11032,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,49
265,/services/ai-automation,obsolete-advice,RC-01|RC-02|RC-05|RC-07,META_DESC|SCHEMA|FAQ|THIN|CITATION|TABLE|VALUEPROP,200,True,158,1,4107,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,51
266,/blog/ai-automation-consulting-guide,confirmed-runtime,RC-01|RC-03|RC-04,META_DESC|H1_DUPLICATE|COOKIE_H1,200,True,139,1,10910,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,50
267,/blog/salon-barber-ai-guide,confirmed-runtime,RC-01|RC-02|RC-03|RC-04,META_DESC|H1_DUPLICATE|SCHEMA|DATES|COOKIE_H1,200,True,137,1,9931,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,45
268,/blog/ai-receptionist-setup-guide,refuted-live,RC-02,SCHEMA|DATES,200,True,145,1,11032,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,49
269,/services/ai-automation,refuted-live,RC-02,SCHEMA,200,True,158,1,4107,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,51
270,/pricing,recommendation-only,RC-01|RC-02|RC-07,META_DESC|SCHEMA|TABLE,200,True,117,1,3030,True,"index, follow",BreadcrumbList|ListItem|WebPage,34
271,/industry/salons-barbers,recommendation-only,RC-01|RC-07,META_DESC|TABLE,200,True,164,1,5422,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,60
272,/pricing,refuted-live,RC-01|RC-02,META_DESC|SCHEMA,200,True,117,1,3030,True,"index, follow",BreadcrumbList|ListItem|WebPage,34
273,/industry/salons-barbers,obsolete-advice,RC-02|RC-05,SCHEMA|FAQ,200,True,164,1,5422,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,60
274,/blog/ai-automation-consulting-guide,refuted-live,RC-02,SCHEMA|DATES,200,True,139,1,10910,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,50
275,/industry/fitness-coaches,recommendation-only,RC-01|RC-02|RC-07,SCHEMA|THIN|CITATION,200,True,158,1,5073,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,54
276,/pricing,recommendation-only,RC-01|RC-07,META_DESC|VALUEPROP,200,True,117,1,3030,True,"index, follow",BreadcrumbList|ListItem|WebPage,34
277,/blog/ai-automation-consulting-guide,obsolete-advice,RC-02|RC-05,SCHEMA|FAQ,200,True,139,1,10910,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,50
278,/industry/salons-barbers,obsolete-advice,RC-02|RC-05,SCHEMA|FAQ,200,True,164,1,5422,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,60
279,/pricing,recommendation-only,RC-01|RC-07,META_DESC|THIN|VALUEPROP,200,True,117,1,3030,True,"index, follow",BreadcrumbList|ListItem|WebPage,34
280,/industry/fitness-coaches,obsolete-advice,RC-01|RC-02|RC-05|RC-07,SCHEMA|FAQ|THIN|TABLE,200,True,158,1,5073,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,54
281,/blog/hospitality-automation-guide,confirmed-runtime,RC-04|RC-07,H1_DUPLICATE|CITATION|TLDR,200,True,137,1,10189,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,46
282,/blog/hospitality-automation-guide,obsolete-advice,RC-02|RC-05,SCHEMA|FAQ,200,True,137,1,10189,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,46
283,/industry/fitness-coaches,obsolete-advice,RC-01|RC-02|RC-05,META_DESC|SCHEMA|FAQ,200,True,158,1,5073,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,54
284,/blog/hospitality-automation-guide,confirmed-runtime,RC-01|RC-04|RC-07,META_DESC|H1_DUPLICATE|CITATION,200,True,137,1,10189,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,46
285,/blog/ai-automation-consulting-smarter-operating-system,confirmed-runtime,RC-01|RC-03|RC-04|RC-07,META_DESC|H1_DUPLICATE|COOKIE_H1|VALUEPROP,200,True,133,1,11083,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,59
286,/industry/fitness-coaches,obsolete-advice,RC-02|RC-05,SCHEMA|FAQ,200,True,158,1,5073,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,54
287,/blog,refuted-live,RC-01|RC-02,META_DESC|SCHEMA,200,True,106,1,16244,True,"index, follow",BreadcrumbList|CollectionPage|ListItem,48
288,/blog/hospitality-automation-guide,confirmed-runtime,RC-01|RC-02|RC-04|RC-07,META_DESC|H1_DUPLICATE|SCHEMA|DATES|VALUEPROP,200,True,137,1,10189,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,46
289,/blog/ai-automation-consulting-smarter-operating-system,confirmed-runtime,RC-02|RC-03|RC-04,H1_DUPLICATE|SCHEMA|DATES|COOKIE_H1,200,True,133,1,11083,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,59
290,/services/content-creation,recommendation-only,RC-01|RC-07,META_DESC|TLDR,200,True,155,1,4200,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,52
291,/blog/physio-chiropractic-ai-guide,confirmed-runtime,RC-01|RC-03|RC-04,META_DESC|H1_DUPLICATE|COOKIE_H1,200,True,138,1,14012,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,39
292,/blog/ai-automation-consulting-smarter-operating-system,obsolete-advice,RC-02|RC-05|RC-07,SCHEMA|FAQ|CITATION,200,True,133,1,11083,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,59
293,/blog/physio-chiropractic-ai-guide,confirmed-3p-mutation,RC-02|RC-03|RC-04|RC-06|RC-07,H1_DUPLICATE|SCHEMA|CITATION|DATES|COOKIE_H1|TITLE_TAG,200,True,138,1,14012,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,39
294,/services/content-creation,obsolete-advice,RC-02|RC-05|RC-07,SCHEMA|FAQ|TABLE,200,True,155,1,4200,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,52
295,/blog/ai-voice-agent-buyers-guide,recommendation-only,RC-01|RC-07,META_DESC|THIN|CITATION,200,True,149,1,11197,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,46
296,/services/content-creation,refuted-live,RC-02,SCHEMA,200,True,155,1,4200,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,52
297,/blog,obsolete-advice,RC-01|RC-02|RC-05,SCHEMA|FAQ|THIN,200,True,106,1,16244,True,"index, follow",BreadcrumbList|CollectionPage|ListItem,48
298,/blog/ai-voice-agent-buyers-guide,confirmed-runtime,RC-01|RC-02|RC-04|RC-05,META_DESC|H1_DUPLICATE|SCHEMA|FAQ,200,True,149,1,11197,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,46
299,/blog/physio-chiropractic-ai-guide,recommendation-only,RC-01|RC-07,THIN|VALUEPROP,200,True,138,1,14012,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,39
300,/services/content-creation,obsolete-advice,RC-05,FAQ,200,True,155,1,4200,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,52
301,/blog/gym-automation-operating-model,confirmed-runtime,RC-01|RC-03|RC-04,META_DESC|H1_DUPLICATE|COOKIE_H1,200,True,154,1,11331,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,57
302,/blog/workflow-automation-selection-guide,confirmed-runtime,RC-01|RC-03|RC-04|RC-07,META_DESC|H1_DUPLICATE|CITATION|COOKIE_H1|TLDR,200,True,145,1,12649,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,54
303,/industry/gyms-fitness-studios,obsolete-advice,RC-02|RC-05|RC-07,SCHEMA|FAQ|TABLE,200,True,160,1,5447,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,49
304,/blog/ai-voice-agent-buyers-guide,refuted-live,RC-02,SCHEMA|DATES,200,True,149,1,11197,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,46
305,/blog/gym-automation-operating-model,confirmed-runtime,RC-01|RC-04|RC-07,META_DESC|H1_DUPLICATE|THIN|CITATION,200,True,154,1,11331,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,57
306,/blog/workflow-automation-selection-guide,recommendation-only,RC-01|RC-07,THIN|CITATION,200,True,145,1,12649,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,54
307,/blog/ai-voice-agent-buyers-guide,confirmed-runtime,RC-01|RC-04|RC-07,META_DESC|H1_DUPLICATE|THIN|VALUEPROP,200,True,149,1,11197,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,46
308,/industry/gyms-fitness-studios,recommendation-only,RC-07,CITATION,200,True,160,1,5447,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,49
309,/blog/gym-automation-operating-model,refuted-live,RC-02,SCHEMA|DATES,200,True,154,1,11331,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,57
310,/blog/workflow-automation-selection-guide,refuted-live,RC-02,SCHEMA|DATES,200,True,145,1,12649,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,54
311,/industry/dentists,obsolete-advice,RC-01|RC-02|RC-05|RC-07,META_DESC|SCHEMA|FAQ|TABLE|VALUEPROP,200,True,170,1,5234,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,46
312,/industry/gyms-fitness-studios,obsolete-advice,RC-01|RC-02|RC-05,META_DESC|SCHEMA|FAQ,200,True,160,1,5447,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,49
313,/blog/gym-automation-operating-model,obsolete-advice,RC-02|RC-05|RC-07,SCHEMA|FAQ|CITATION,200,True,154,1,11331,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,57
314,/blog/workflow-automation-selection-guide,obsolete-advice,RC-02|RC-05,SCHEMA|FAQ,200,True,145,1,12649,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,54
315,/industry/dentists,confirmed-3p-mutation,RC-01|RC-02|RC-05|RC-06|RC-07,META_DESC|SCHEMA|FAQ|CITATION|TITLE_TAG,200,True,170,1,5234,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,46
316,/industry/gyms-fitness-studios,obsolete-advice,RC-02|RC-05,SCHEMA|FAQ,200,True,160,1,5447,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,49
317,/services/ai-receptionists,confirmed-scanner,RC-01|RC-07|RC-08,THIN|TABLE|CONTRAST|VALUEPROP,200,True,152,1,6632,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,44
318,/about,confirmed-scanner,RC-02|RC-07|RC-08,SCHEMA|CITATION|TABLE|CONTRAST,200,True,144,1,2641,True,"index, follow",AboutPage|BreadcrumbList|ListItem,48
319,/industry/dentists,obsolete-advice,RC-01|RC-02|RC-05,META_DESC|SCHEMA|FAQ,200,True,170,1,5234,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,46
320,/blog/ai-estate-agents-systems-agencies,recommendation-only,RC-07,CITATION,200,True,150,1,10747,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,52
321,/services/ai-receptionists,refuted-live,RC-01|RC-02,META_DESC|SCHEMA,200,True,152,1,6632,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,44
322,/blog/ai-estate-agents-systems-agencies,recommendation-only,RC-01|RC-07,THIN|CITATION,200,True,150,1,10747,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,52
323,/industry/dentists,recommendation-only,RC-01|RC-07,THIN|VALUEPROP,200,True,170,1,5234,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,46
324,/blog/ai-estate-agents-systems-agencies,confirmed-runtime,RC-02|RC-04|RC-05|RC-07,H1_DUPLICATE|SCHEMA|FAQ|TABLE,200,True,150,1,10747,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,52
325,/blog/automate-no-show-follow-up,confirmed-runtime,RC-01|RC-03|RC-04|RC-07,META_DESC|H1_DUPLICATE|THIN|COOKIE_H1|TLDR|VALUEPROP,200,True,144,1,12904,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,45
326,/about,recommendation-only,RC-01|RC-02|RC-07,META_DESC|SCHEMA|TLDR|VALUEPROP,200,True,144,1,2641,True,"index, follow",AboutPage|BreadcrumbList|ListItem,48
327,/services/ai-receptionists,recommendation-only,RC-01|RC-07,THIN|VALUEPROP,200,True,152,1,6632,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,44
328,/blog/ai-estate-agents-systems-agencies,refuted-live,RC-02,SCHEMA|DATES,200,True,150,1,10747,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,52
329,/about,obsolete-advice,RC-02|RC-05|RC-07,SCHEMA|FAQ|READABILITY,200,True,144,1,2641,True,"index, follow",AboutPage|BreadcrumbList|ListItem,48
330,/blog/automate-no-show-follow-up,recommendation-only,RC-01|RC-07,META_DESC|CITATION|VALUEPROP,200,True,144,1,12904,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,45
331,/industry/ecommerce,recommendation-only,RC-02|RC-07,SCHEMA|CITATION|TABLE,200,True,163,1,5478,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,47
332,/blog/ai-voice-agent-development,recommendation-only,RC-07,CITATION|TABLE,200,True,136,1,13695,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,44
333,/blog/automate-no-show-follow-up,refuted-live,RC-02,SCHEMA|DATES,200,True,144,1,12904,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,45
334,/about,recommendation-only,RC-01|RC-07,META_DESC|THIN|VALUEPROP,200,True,144,1,2641,True,"index, follow",AboutPage|BreadcrumbList|ListItem,48
335,/industry/ecommerce,obsolete-advice,RC-02|RC-05,SCHEMA|FAQ,200,True,163,1,5478,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,47
336,/blog/ai-voice-agent-development,confirmed-runtime,RC-02|RC-04,H1_DUPLICATE|SCHEMA|DATES,200,True,136,1,13695,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,44
337,/blog/automate-no-show-follow-up,confirmed-runtime,RC-01|RC-02|RC-04|RC-05,META_DESC|H1_DUPLICATE|SCHEMA|FAQ,200,True,144,1,12904,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,45
338,/blog/ai-voice-agent-out-of-hours,confirmed-3p-mutation,RC-01|RC-04|RC-06|RC-07,META_DESC|H1_DUPLICATE|THIN|CITATION|TITLE_TAG|VALUEPROP,200,True,144,1,13746,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,47
339,/industry/ecommerce,obsolete-advice,RC-02|RC-05,SCHEMA|FAQ,200,True,163,1,5478,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,47
340,/blog/ai-voice-agent-development,confirmed-runtime,RC-01|RC-02|RC-04|RC-05,META_DESC|H1_DUPLICATE|SCHEMA|FAQ,200,True,136,1,13695,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,44
341,/blog/ai-voice-agent-out-of-hours,refuted-live,RC-01|RC-02,META_DESC|SCHEMA|DATES,200,True,144,1,13746,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,47
342,/blog/ai-receptionist-small-business-guide,recommendation-only,RC-01|RC-02|RC-07,META_DESC|SCHEMA|TLDR,200,True,138,1,11989,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,56
343,/blog/ai-voice-agent-development,recommendation-only,RC-01|RC-07,THIN|VALUEPROP,200,True,136,1,13695,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,44
344,/blog/small-business-ai-automation,confirmed-runtime,RC-01|RC-04|RC-07,META_DESC|H1_DUPLICATE|THIN|CITATION|VALUEPROP,200,True,155,1,10897,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,54
345,/blog/ai-voice-agent-out-of-hours,obsolete-advice,RC-02|RC-05,SCHEMA|FAQ,200,True,144,1,13746,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,47
346,/blog/ai-receptionist-small-business-guide,obsolete-advice,RC-02|RC-05,SCHEMA|FAQ,200,True,138,1,11989,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,56
347,/blog/trades-websites-ai-automation,recommendation-only,RC-01|RC-07,META_DESC|CITATION|VALUEPROP,200,True,151,1,11405,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,52
348,/blog/small-business-ai-automation,confirmed-3p-mutation,RC-02|RC-03|RC-04|RC-06,H1_DUPLICATE|SCHEMA|DATES|COOKIE_H1|TITLE_TAG,200,True,155,1,10897,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,54
349,/blog/ai-voice-agent-out-of-hours,recommendation-only,RC-01|RC-07,THIN|VALUEPROP,200,True,144,1,13746,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,47
350,/blog/trades-websites-ai-automation,confirmed-runtime,RC-01|RC-04|RC-07,META_DESC|H1_DUPLICATE|THIN|CITATION,200,True,151,1,11405,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,52
351,/blog/small-business-ai-automation,obsolete-advice,RC-01|RC-02|RC-05|RC-07,SCHEMA|FAQ|THIN|READABILITY,200,True,155,1,10897,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,54
352,/blog/trades-websites-ai-automation,obsolete-advice,RC-02|RC-05,SCHEMA|FAQ,200,True,151,1,11405,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,52
353,/blog/how-dental-practices-should-run,confirmed-runtime,RC-01|RC-04|RC-07,META_DESC|H1_DUPLICATE|THIN|CITATION,200,True,138,1,12485,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,41
354,/blog/ai-receptionist-small-business-guide,confirmed-runtime,RC-01|RC-04|RC-07,META_DESC|H1_DUPLICATE|READABILITY,200,True,138,1,11989,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,56
355,/blog/trades-websites-ai-automation,refuted-live,RC-02,SCHEMA|DATES,200,True,151,1,11405,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,52
356,/blog/how-dental-practices-should-run,confirmed-runtime,RC-02|RC-03|RC-04,H1_DUPLICATE|SCHEMA|DATES|COOKIE_H1,200,True,138,1,12485,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,41
357,/blog/ai-receptionist-small-business-guide,confirmed-runtime,RC-01|RC-02|RC-04,META_DESC|H1_DUPLICATE|SCHEMA|DATES,200,True,138,1,11989,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,56
358,/blog/homepage-first-redesigns-misdiagnose-conversion,recommendation-only,RC-01|RC-07,META_DESC|THIN|CITATION,200,True,141,1,9620,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,51
359,/blog/dental-practice-automation-guide,confirmed-3p-mutation,RC-01|RC-04|RC-06|RC-07,META_DESC|H1_DUPLICATE|CITATION|TITLE_TAG|TLDR,200,True,152,1,11338,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,61
360,/blog/how-dental-practices-should-run,obsolete-advice,RC-05,FAQ,200,True,138,1,12485,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,41
361,/,obsolete-advice,RC-02|RC-05|RC-07,SCHEMA|FAQ|VALUEPROP,200,True,132,1,10679,True,"index, follow",BreadcrumbList|ImageObject|ListItem|Organization|PostalAddress|WebPage|WebSite,64
362,/blog/homepage-first-redesigns-misdiagnose-conversion,confirmed-3p-mutation,RC-01|RC-02|RC-04|RC-06,META_DESC|H1_DUPLICATE|SCHEMA|DATES|TITLE_TAG,200,True,141,1,9620,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,51
363,/blog/dental-practice-automation-guide,confirmed-runtime,RC-01|RC-03|RC-04,META_DESC|H1_DUPLICATE|COOKIE_H1,200,True,152,1,11338,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,61
364,/blog/ecommerce-brands-websites-apps-ai-systems,recommendation-only,RC-01|RC-07,META_DESC|THIN|CITATION|TLDR|VALUEPROP,200,True,132,1,11401,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,56
365,/,recommendation-only,RC-01|RC-02|RC-07,META_DESC|SCHEMA|THIN|TABLE|VALUEPROP,200,True,132,1,10679,True,"index, follow",BreadcrumbList|ImageObject|ListItem|Organization|PostalAddress|WebPage|WebSite,64
366,/blog/homepage-first-redesigns-misdiagnose-conversion,obsolete-advice,RC-02|RC-05,SCHEMA|FAQ,200,True,141,1,9620,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,51
367,/blog/dental-practice-automation-guide,confirmed-runtime,RC-01|RC-02|RC-04|RC-05,META_DESC|H1_DUPLICATE|SCHEMA|FAQ,200,True,152,1,11338,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,61
368,/blog/ecommerce-brands-websites-apps-ai-systems,recommendation-only,RC-01|RC-07,THIN|CITATION,200,True,132,1,11401,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,56
369,/,refuted-live,RC-02,SCHEMA,200,True,132,1,10679,True,"index, follow",BreadcrumbList|ImageObject|ListItem|Organization|PostalAddress|WebPage|WebSite,64
370,/industry/trades,obsolete-advice,RC-01|RC-02|RC-05|RC-07,META_DESC|SCHEMA|FAQ|THIN|TABLE,200,True,157,1,5327,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,45
371,/blog/dental-practice-automation-guide,confirmed-runtime,RC-01|RC-02|RC-03|RC-04,META_DESC|H1_DUPLICATE|SCHEMA|DATES|COOKIE_H1,200,True,152,1,11338,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,61
372,/blog/ecommerce-brands-websites-apps-ai-systems,confirmed-runtime,RC-01|RC-02|RC-03|RC-04|RC-05,META_DESC|H1_DUPLICATE|SCHEMA|FAQ|COOKIE_H1,200,True,132,1,11401,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,56
373,/,obsolete-advice,RC-02|RC-05,SCHEMA|FAQ,200,True,132,1,10679,True,"index, follow",BreadcrumbList|ImageObject|ListItem|Organization|PostalAddress|WebPage|WebSite,64
374,/industry/hospitality,obsolete-advice,RC-01|RC-02|RC-05|RC-07,META_DESC|SCHEMA|FAQ|CITATION|TABLE|VALUEPROP,200,True,173,1,5332,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,53
375,/blog/ecommerce-brands-websites-apps-ai-systems,confirmed-runtime,RC-01|RC-02|RC-03|RC-04|RC-07,META_DESC|H1_DUPLICATE|SCHEMA|DATES|COOKIE_H1|VALUEPROP,200,True,132,1,11401,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,56
376,/industry/trades,recommendation-only,RC-01|RC-07,META_DESC|CITATION,200,True,157,1,5327,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,45
377,/blog/ecommerce-ai-systems-guide,obsolete-advice,RC-01|RC-02|RC-05|RC-07,META_DESC|SCHEMA|FAQ|TLDR,200,True,136,1,11198,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,48
378,/blog/estate-agent-automation-guide,confirmed-runtime,RC-02|RC-04,H1_DUPLICATE|SCHEMA|DATES,200,True,157,1,10270,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,50
379,/industry/hospitality,recommendation-only,RC-07,CITATION,200,True,173,1,5332,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,53
380,/blog/ecommerce-ai-systems-guide,confirmed-runtime,RC-01|RC-04|RC-07,META_DESC|H1_DUPLICATE|VALUEPROP,200,True,136,1,11198,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,48
381,/industry/hospitality,obsolete-advice,RC-01|RC-02|RC-05,META_DESC|SCHEMA|FAQ,200,True,173,1,5332,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,53
382,/blog/estate-agent-automation-guide,obsolete-advice,RC-02|RC-05|RC-07,SCHEMA|FAQ|TLDR,200,True,157,1,10270,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,50
